,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
73,68,Briante Weber,"Mar 11, '16, MEM vs. NOP",23,3,45,611,58,142,5,26,22,30,24,86,64,39,9,32,56,143,.408,.192,.733,13.6,3.2,1.9,1.4,2016
74,69,Alan Williams,"Mar 17, '16, PHO @ UTA",23,4,67,872,163,322,0,2,87,139,115,371,39,37,38,51,155,413,.506,.000,.626,13.0,6.2,5.5,0.6,2016
75,70,Justise Winslow,"Oct 28, '15, MIA vs. CHO",19,8,344,8905,1121,2718,229,728,358,561,364,1760,889,307,137,500,794,2829,.412,.315,.638,25.9,8.2,5.1,2.6,2016
76,71,Christian Wood,"Oct 28, '15, PHI @ BOS",20,8,319,7562,1622,3146,403,1075,832,1205,449,2278,451,172,281,474,610,4479,.516,.375,.690,23.7,14.0,7.1,1.4,2016
77,72,Delon Wright,"Nov 1, '15, TOR vs. MIL",23,9,473,10006,1234,2718,322,915,585,725,384,1527,1484,583,168,450,515,3375,.454,.352,.807,21.2,7.1,3.2,3.1,2016
78,73,Joe Young,"Oct 28, '15, IND @ TOR",23,3,127,1077,168,427,40,135,53,69,19,130,119,33,1,64,74,429,.393,.296,.768,8.5,3.4,1.0,0.9,2016
0,1,Álex Abrines,"Oct 26, '16, OKC @ PHI",23,3,174,2777,305,789,219,595,95,108,49,248,88,92,22,72,291,924,.387,.368,.880,16.0,5.3,1.4,0.5,2017
1,2,Ron Baker,"Oct 25, '16, NYK @ CLE",23,3,96,1394,106,296,35,132,53,75,18,139,169,66,15,79,125,300,.358,.265,.707,14.5,3.1,1.4,1.8,2017
2,3,Wade Baldwin,"Oct 26, '16, MEM vs. MIN",20,3,56,579,60,169,9,36,45,58,14,69,78,21,10,57,63,174,.355,.250,.776,10.3,3.1,1.2,1.4,2017
3,4,Malik Beasley,"Nov 5, '16, DEN @ DET",20,8,450,10095,1787,4194,1007,2614,315,392,182,1245,586,280,57,358,563,4896,.426,.385,.804,22.4,10.9,2.8,1.3,2017
4,5,DeAndre' Bembry,"Oct 27, '16, ATL vs. WAS",22,6,296,5670,720,1519,106,375,204,334,185,950,533,291,120,367,533,1750,.474,.283,.611,19.2,5.9,3.2,1.8,2017
5,6,Dragan Bender,"Oct 26, '16, PHO vs. SAC",19,4,187,3755,373,934,183,567,85,130,113,720,237,54,106,202,372,1014,.399,.323,.654,20.1,5.4,3.9,1.3,2017
6,7,Ben Bentil,"Mar 1, '17, DAL @ ATL",21,1,3,10,0,3,0,1,0,0,0,2,0,0,0,1,1,0,.000,.000,,3.3,0.0,0.7,0.0,2017
7,8,Dāvis Bertāns,"Oct 25, '16, SAS @ GSW",24,8,443,7954,1103,2599,818,2055,388,450,140,1108,421,181,157,233,724,3412,.424,.398,.862,18.0,7.7,2.5,1.0,2017
8,9,Joel Bolomboy,"Oct 30, '16, UTA @ LAC",23,2,18,91,12,22,1,5,6,12,10,27,2,3,2,4,4,31,.545,.200,.500,5.1,1.7,1.5,0.1,2017
9,10,Malcolm Brogdon,"Oct 26, '16, MIL vs. CHO",24,8,426,12521,2427,5223,712,1825,1002,1147,332,1769,1989,350,99,727,792,6568,.465,.390,.874,29.4,15.4,4.2,4.7,2017
10,11,Jaylen Brown,"Oct 26, '16, BOS vs. BRK",20,8,501,15015,3424,7180,950,2612,1334,1842,470,2612,1167,490,190,1029,1266,9132,.477,.364,.724,30.0,18.2,5.2,2.3,2017
11,12,Nicolás Brussino,"Oct 26, '16, DAL @ IND",23,2,58,531,52,143,29,97,17,22,26,98,47,17,8,26,43,150,.364,.299,.773,9.2,2.6,1.7,0.8,2017
12,13,Marquese Chriss,"Oct 26, '16, PHO vs. SAC",19,6,292,5338,830,1822,161,555,385,577,362,1366,298,187,227,348,738,2206,.456,.290,.667,18.3,7.6,4.7,1.0,2017
13,14,Semaj Christon,"Oct 26, '16, OKC @ PHI",24,1,64,973,77,223,12,63,17,31,19,87,130,28,7,43,79,183,.345,.190,.548,15.2,2.9,1.4,2.0,2017
14,15,Quinn Cook,"Feb 27, '17, DAL vs. MIA",23,5,188,2652,479,1039,180,441,62,78,46,314,298,52,7,135,201,1200,.461,.408,.795,14.1,6.4,1.7,1.6,2017
15,16,Deyonta Davis,"Oct 26, '16, MEM vs. MIN",20,3,107,1299,200,334,0,1,54,85,105,346,47,21,61,43,177,454,.599,.000,.635,12.1,4.2,3.2,0.4,2017
16,17,Malcolm Delaney,"Oct 27, '16, ATL vs. WAS",27,2,127,2262,254,673,72,234,149,185,19,223,356,74,7,161,194,729,.377,.308,.805,17.8,5.7,1.8,2.8,2017
17,18,Cheick Diallo,"Oct 29, '16, NOP @ SAS",20,5,183,2186,401,673,2,7,154,199,179,759,78,56,73,117,273,958,.596,.286,.774,11.9,5.2,4.1,0.4,2017
18,19,Kris Dunn,"Oct 26, '16, MIN @ MEM",22,8,294,6904,990,2284,159,503,287,387,122,986,1257,419,123,514,824,2426,.433,.316,.742,23.5,8.3,3.4,4.3,2017
19,20,Henry Ellenson,"Oct 26, '16, DET @ TOR",20,5,83,787,121,326,49,146,51,66,28,206,49,13,3,41,63,342,.371,.336,.773,9.5,4.1,2.5,0.6,2017
20,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2017
21,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2017
22,21,Joel Embiid,"Oct 26, '16, PHI vs. OKC",22,8,420,13410,3831,7610,485,1437,3476,4218,947,4710,1514,381,705,1435,1290,11623,.503,.338,.824,31.9,27.7,11.2,3.6,2017
23,22,Kay Felder,"Oct 29, '16, CLE vs. ORL",21,2,58,526,83,228,11,41,46,61,6,59,78,21,8,46,49,223,.364,.268,.754,9.1,3.8,1.0,1.3,2017
24,23,Yogi Ferrell,"Nov 9, '16, BRK @ NYK",23,5,259,5212,723,1721,289,791,259,310,70,537,601,167,29,219,356,1994,.420,.365,.835,20.1,7.7,2.1,2.3,2017
25,24,Dorian Finney-Smith,"Oct 26, '16, DAL @ IND",23,8,492,13690,1501,3436,747,2070,348,480,757,2266,694,394,220,424,1067,4097,.437,.361,.725,27.8,8.3,4.6,1.4,2017
26,25,Bryn Forbes,"Oct 25, '16, SAS @ GSW",23,7,431,8582,1359,3119,720,1757,338,409,69,718,523,163,14,297,594,3776,.436,.410,.826,19.9,8.8,1.7,1.2,2017
27,26,Patricio Garino,"Apr 4, '17, ORL @ CLE",23,1,5,43,0,7,0,5,0,0,1,7,0,0,0,3,4,0,.000,.000,,8.6,0.0,1.4,0.0,2017
28,27,Michael Gbinije,"Oct 26, '16, DET @ TOR",24,1,9,32,1,10,0,4,2,2,2,3,2,0,0,0,2,4,.100,.000,1.000,3.6,0.4,0.3,0.2,2017
29,28,Marcus Georges-Hunt,"Apr 4, '17, ORL @ CLE",22,2,47,272,23,55,5,17,22,31,8,25,10,7,0,5,37,73,.418,.294,.710,5.8,1.6,0.5,0.2,2017
30,29,Jonathan Gibson,"Nov 18, '16, DAL vs. MEM",29,2,21,271,49,118,21,57,21,29,1,25,30,8,0,24,26,140,.415,.368,.724,12.9,6.7,1.2,1.4,2017
31,30,Treveon Graham,"Nov 2, '16, CHO vs. PHI",23,4,180,2883,266,694,120,360,105,152,121,400,144,76,16,76,297,757,.383,.333,.691,16.0,4.2,2.2,0.8,2017
32,31,A.J. Hammons,"Oct 28, '16, DAL vs. HOU",24,1,22,163,17,42,5,10,9,20,8,36,4,1,13,10,21,48,.405,.500,.450,7.4,2.2,1.6,0.2,2017
33,32,Andrew Harrison,"Oct 26, '16, MEM vs. MIN",22,3,145,2987,314,842,95,323,289,371,52,287,399,95,49,178,366,1012,.373,.294,.779,20.6,7.0,2.0,2.8,2017
34,33,Juancho Hernangómez,"Oct 26, '16, DEN @ NOP",21,7,339,5269,590,1379,266,777,265,392,268,1131,216,131,71,167,365,1711,.428,.342,.676,15.5,5.0,3.3,0.6,2017
35,34,Willy Hernangómez,"Oct 25, '16, NYK @ CLE",22,7,344,5149,974,1827,37,121,539,756,709,1982,364,145,134,347,573,2524,.533,.306,.713,15.0,7.3,5.8,1.1,2017
36,35,Buddy Hield,"Oct 26, '16, NOP vs. DEN",24,8,581,17013,3341,7701,1798,4484,747,871,440,2511,1487,502,183,1009,1208,9227,.434,.401,.858,29.3,15.9,4.3,2.6,2017
37,36,Danuel House Jr.,"Nov 11, '16, WAS vs. CLE",23,8,281,6012,711,1644,364,1005,298,392,148,846,323,156,94,209,439,2084,.432,.362,.760,21.4,7.4,3.0,1.1,2017
38,37,Brandon Ingram,"Oct 26, '16, LAL vs. HOU",19,8,445,14695,3148,6736,603,1661,1756,2234,322,2294,1850,319,245,1119,1080,8655,.467,.363,.786,33.0,19.4,5.2,4.2,2017
39,38,Demetrius Jackson,"Nov 6, '16, BOS vs. DEN",22,3,26,136,18,37,4,14,8,12,9,19,17,7,1,11,11,48,.486,.286,.667,5.2,1.8,0.7,0.7,2017
40,39,Pierre Jackson,"Dec 27, '16, DAL vs. HOU",25,1,8,84,13,39,3,11,6,7,1,9,19,2,0,3,5,35,.333,.273,.857,10.5,4.4,1.1,2.4,2017
41,40,Brice Johnson,"Feb 23, '17, LAC @ GSW",22,2,21,107,22,49,0,1,3,5,10,34,3,11,7,6,13,47,.449,.000,.600,5.1,2.2,1.6,0.1,2017
42,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2017
43,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2017
44,41,Damian Jones,"Dec 10, '16, GSW @ MEM",21,8,254,3588,502,761,24,63,252,357,276,822,182,87,172,167,512,1280,.660,.381,.706,14.1,5.0,3.2,0.7,2017
45,42,Derrick Jones Jr.,"Nov 19, '16, PHO @ PHI",19,8,378,7289,924,1839,210,670,440,620,463,1242,265,244,260,210,719,2498,.502,.313,.710,19.3,6.6,3.3,0.7,2017
46,43,Mindaugas Kuzminskas,"Oct 25, '16, NYK @ CLE",27,2,69,1018,158,371,54,168,55,68,47,126,69,29,11,51,79,425,.426,.321,.809,14.8,6.2,1.8,1.0,2017
47,44,Skal Labissière,"Nov 5, '16, SAC @ MIL",20,4,148,2595,429,872,30,85,181,242,224,662,152,53,99,151,314,1069,.492,.353,.748,17.5,7.2,4.5,1.0,2017
48,45,Nicolás Laprovíttola,"Oct 25, '16, SAS @ GSW",27,1,18,174,20,47,10,27,9,9,1,10,28,4,1,19,19,59,.426,.370,1.000,9.7,3.3,0.6,1.6,2017
49,46,Jake Layman,"Nov 1, '16, POR vs. GSW",22,6,243,3099,458,996,131,437,128,178,102,417,127,99,71,122,254,1175,.460,.300,.719,12.8,4.8,1.7,0.5,2017
50,47,Caris LeVert,"Dec 7, '16, BRK vs. DEN",22,8,418,11752,2221,5103,614,1789,910,1236,302,1589,1646,441,141,761,857,5966,.435,.343,.736,28.1,14.3,3.8,3.9,2017
51,48,Shawn Long,"Mar 6, '17, PHI vs. MIL",24,1,18,234,61,109,7,19,19,35,41,85,13,9,9,13,49,148,.560,.368,.543,13.0,8.2,4.7,0.7,2017
52,49,Timothé Luwawu-Cabarrot,"Oct 29, '16, PHI vs. ATL",21,6,328,5254,648,1657,320,956,321,387,124,656,293,132,42,232,605,1937,.391,.335,.829,16.0,5.9,2.0,0.9,2017
53,50,Sheldon Mac,"Oct 27, '16, WAS @ ATL",24,1,30,287,30,75,7,30,23,27,4,34,15,8,2,5,17,90,.400,.233,.852,9.6,3.0,1.1,0.5,2017
54,51,Thon Maker,"Oct 30, '16, MIL @ DET",19,5,263,3624,425,976,130,397,236,347,218,726,161,96,173,142,460,1216,.435,.327,.680,13.8,4.6,2.8,0.6,2017
55,52,Patrick McCaw,"Oct 25, '16, GSW vs. SAS",21,5,199,3373,292,696,92,302,84,107,64,319,270,139,31,123,233,760,.420,.305,.785,16.9,3.8,1.6,1.4,2017
56,53,Rodney McGruder,"Oct 26, '16, MIA @ ORL",25,7,317,6158,681,1622,301,836,162,241,253,885,381,161,50,190,459,1825,.420,.360,.672,19.4,5.8,2.8,1.2,2017
57,54,Dejounte Murray,"Oct 29, '16, SAS vs. NOP",20,7,427,12088,2500,5461,430,1254,757,960,403,2462,2160,615,114,825,759,6187,.458,.343,.789,28.3,14.5,5.8,5.1,2017
58,55,Jamal Murray,"Oct 26, '16, DEN @ NOP",19,7,432,13172,2706,6032,900,2391,1063,1221,330,1598,1858,415,141,861,792,7375,.449,.376,.871,30.5,17.1,3.7,4.3,2017
59,56,Maurice Ndour,"Nov 1, '16, NYK @ DET",24,1,32,331,39,86,1,7,19,26,22,64,8,15,8,12,30,98,.453,.143,.731,10.3,3.1,2.0,0.3,2017
60,57,Georges Niang,"Oct 28, '16, IND @ BRK",23,8,417,6713,991,2282,621,1568,172,198,116,926,365,129,51,254,672,2775,.434,.396,.869,16.1,6.7,2.2,0.9,2017
61,58,David Nwaba,"Feb 28, '17, LAL vs. CHO",24,6,237,4583,603,1231,87,272,329,489,236,866,246,177,106,163,447,1622,.490,.320,.673,19.3,6.8,3.7,1.0,2017
62,59,Daniel Ochefu,"Oct 27, '16, WAS @ ATL",23,1,19,75,12,27,0,0,0,2,5,22,3,2,0,3,17,24,.444,,.000,3.9,1.3,1.2,0.2,2017
63,60,Chinanu Onuaku,"Dec 26, '16, HOU vs. PHO",20,2,6,74,7,12,0,0,4,4,3,14,4,3,1,7,10,18,.583,,1.000,12.3,3.0,2.3,0.7,2017
64,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2017
65,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2017
66,61,Georgios Papagiannis,"Nov 5, '16, SAC @ MIL",19,2,39,477,74,144,0,2,12,14,37,123,29,7,23,32,56,160,.514,.000,.857,12.2,4.1,3.2,0.7,2017
67,62,Gary Payton II,"Apr 2, '17, MIL vs. DAL",24,8,180,2683,390,725,88,264,60,100,154,513,194,187,48,105,306,928,.538,.333,.600,14.9,5.2,2.9,1.1,2017
68,63,Marshall Plumlee,"Nov 20, '16, NYK vs. ATL",24,2,29,222,17,33,0,0,20,35,27,68,12,4,5,15,33,54,.515,,.571,7.7,1.9,2.3,0.4,2017
69,64,Jakob Poeltl,"Oct 26, '16, TOR vs. DET",21,8,522,11216,1894,2996,2,4,496,925,1364,3459,880,304,657,585,1251,4286,.632,.500,.536,21.5,8.2,6.6,1.7,2017
70,65,Alex Poythress,"Apr 2, '17, PHI @ TOR",23,3,52,566,76,161,19,53,26,39,47,122,24,10,13,18,77,197,.472,.358,.667,10.9,3.8,2.3,0.5,2017
71,66,Taurean Prince,"Oct 27, '16, ATL vs. WAS",22,8,457,11146,1670,3961,771,2065,603,739,216,1670,792,371,190,681,952,4714,.422,.373,.816,24.4,10.3,3.7,1.7,2017
72,67,Tim Quarterman,"Nov 9, '16, POR @ LAC",22,2,19,93,14,32,5,15,2,5,4,17,12,2,3,13,7,35,.438,.333,.400,4.9,1.8,0.9,0.6,2017
73,68,Chasson Randle,"Jan 14, '17, PHI @ WAS",23,4,119,1919,223,556,106,294,127,159,23,172,210,58,10,108,197,679,.401,.361,.799,16.1,5.7,1.4,1.8,2017
74,69,Malachi Richardson,"Oct 26, '16, SAC @ PHO",21,3,70,625,67,187,28,93,36,46,10,70,24,16,2,26,63,198,.358,.301,.783,8.9,2.8,1.0,0.3,2017
75,70,Domantas Sabonis,"Oct 26, '16, OKC @ PHI",20,8,527,15699,3163,5740,226,688,1566,2160,1302,5212,2315,402,242,1294,1644,8118,.551,.328,.725,29.8,15.4,9.9,4.4,2017
76,71,Dario Šarić,"Oct 26, '16, PHI vs. OKC",22,7,447,10465,1746,3928,607,1677,793,945,644,2489,846,259,92,669,929,4892,.445,.362,.839,23.4,10.9,5.6,1.9,2017
77,72,Tomáš Satoranský,"Oct 27, '16, WAS @ ATL",25,6,388,8617,997,2132,237,670,445,543,312,1117,1586,309,60,513,658,2676,.468,.354,.820,22.2,6.9,2.9,4.1,2017
78,73,Wayne Selden,"Mar 14, '17, NOP vs. POR",22,4,127,2386,338,814,112,326,127,177,54,253,189,57,19,145,209,915,.415,.344,.718,18.8,7.2,2.0,1.5,2017
79,74,Pascal Siakam,"Oct 26, '16, TOR vs. DET",22,8,505,15620,3327,6788,517,1594,1601,2075,735,3301,1822,465,313,959,1393,8772,.490,.324,.772,30.9,17.4,6.5,3.6,2017
80,75,Diamond Stone,"Oct 30, '16, LAC vs. UTA",19,1,7,24,3,13,0,0,4,4,1,6,0,0,1,2,5,10,.231,,1.000,3.4,1.4,0.9,0.0,2017
81,76,Isaiah Taylor,"Apr 2, '17, HOU @ PHO",22,2,71,1219,164,397,20,82,100,143,23,97,209,35,11,84,122,448,.413,.244,.699,17.2,6.3,1.4,2.9,2017
82,77,Mike Tobey,"Feb 15, '17, CHO @ TOR",22,1,2,25,1,4,0,0,0,0,2,3,1,0,0,1,2,2,.250,,,12.5,1.0,1.5,0.5,2017
83,78,Tyler Ulis,"Oct 26, '16, PHO vs. SAC",21,3,133,2782,398,988,63,225,139,172,44,223,537,118,12,204,193,998,.403,.280,.808,20.9,7.5,1.7,4.0,2017
84,79,Jarrod Uthoff,"Mar 10, '17, DAL vs. BRK",23,2,16,168,23,56,6,18,7,9,10,28,9,3,4,3,10,59,.411,.333,.778,10.5,3.7,1.8,0.6,2017
85,80,Denzel Valentine,"Oct 29, '16, CHI vs. IND",23,5,256,4817,680,1728,361,1004,74,94,101,857,466,159,31,228,412,1795,.394,.360,.787,18.8,7.0,3.3,1.8,2017
86,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2017
87,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2017
88,81,Fred VanVleet,"Nov 9, '16, TOR @ OKC",22,8,448,13557,2231,5542,1095,2920,1075,1237,183,1508,2465,595,187,752,942,6632,.403,.375,.869,30.3,14.8,3.4,5.5,2017
89,82,Okaro White,"Jan 19, '17, MIA vs. DAL",24,3,44,557,40,105,16,47,22,25,29,95,23,11,11,19,58,118,.381,.340,.880,12.7,2.7,2.2,0.5,2017
90,83,Isaiah Whitehead,"Oct 26, '16, BRK @ BOS",21,2,89,1823,244,594,51,167,104,132,36,210,212,50,38,166,198,643,.411,.305,.788,20.5,7.2,2.4,2.4,2017
91,84,Troy Williams,"Oct 29, '16, MEM @ NYK",22,3,72,1176,168,374,43,144,50,77,49,191,52,57,22,60,131,429,.449,.299,.649,16.3,6.0,2.7,0.7,2017
92,85,Kyle Wiltjer,"Oct 28, '16, HOU @ DAL",24,1,14,44,4,14,4,13,1,2,4,10,2,3,1,5,4,13,.286,.308,.500,3.1,0.9,0.7,0.1,2017
93,86,Stephen Zimmerman,"Oct 28, '16, ORL @ DET",20,1,19,108,10,31,0,0,3,5,11,35,4,2,5,3,17,23,.323,,.600,5.7,1.2,1.8,0.2,2017
94,87,Paul Zipser,"Oct 29, '16, CHI vs. IND",22,2,98,1667,169,455,70,209,50,65,28,256,82,35,31,83,164,458,.371,.335,.769,17.0,4.7,2.6,0.8,2017
95,88,Ivica Zubac,"Nov 2, '16, LAL @ ATL",19,8,469,9904,1698,2792,1,12,818,1117,1143,3419,526,148,447,537,1122,4215,.608,.083,.732,21.1,9.0,7.3,1.1,2017
0,1,Bam Adebayo,"Oct 18, '17, MIA @ ORL",20,7,442,13087,2546,4635,9,69,1566,2068,974,3785,1526,457,393,958,1106,6667,.549,.130,.757,29.6,15.1,8.6,3.5,2018
1,2,Jarrett Allen,"Oct 20, '17, BRK vs. ORL",19,7,438,12152,2115,3342,19,106,1084,1539,1257,3910,666,264,576,598,911,5333,.633,.179,.704,27.7,12.2,8.9,1.5,2018
2,3,Kadeem Allen,"Dec 11, '17, BOS @ CHI",25,3,47,640,90,207,22,63,56,74,14,71,109,24,8,43,68,258,.435,.349,.757,13.6,5.5,1.5,2.3,2018
3,4,Ike Anigbogu,"Oct 20, '17, IND vs. POR",19,2,14,36,4,12,0,0,5,6,6,12,1,1,4,3,1,13,.333,,.833,2.6,0.9,0.9,0.1,2018
4,5,OG Anunoby,"Oct 19, '17, TOR vs. CHI",20,7,397,11415,1780,3759,655,1745,489,659,434,1698,635,491,201,511,952,4704,.474,.375,.742,28.8,11.8,4.3,1.6,2018
5,6,Ryan Arcidiacono,"Oct 19, '17, CHI @ TOR",23,7,249,3916,358,848,181,488,134,166,53,449,486,121,7,133,355,1031,.422,.371,.807,15.7,4.1,1.8,2.0,2018
6,7,Jamel Artis,"Dec 13, '17, ORL vs. LAC",25,1,15,279,31,79,8,29,7,12,4,38,18,2,3,8,11,77,.392,.276,.583,18.6,5.1,2.5,1.2,2018
7,8,Dwayne Bacon,"Oct 18, '17, CHO @ DET",22,4,207,4012,571,1419,127,404,234,300,58,537,230,96,14,124,273,1503,.402,.314,.780,19.4,7.3,2.6,1.1,2018
8,9,Lonzo Ball,"Oct 19, '17, LAL vs. LAC",20,5,252,8187,1117,2790,595,1633,166,287,262,1447,1563,391,162,637,547,2995,.400,.364,.578,32.5,11.9,5.7,6.2,2018
9,10,Jordan Bell,"Oct 17, '17, GSW vs. HOU",23,5,161,1937,257,466,4,20,75,118,153,497,201,62,122,118,200,593,.552,.200,.636,12.0,3.7,3.1,1.2,2018
10,11,Khem Birch,"Oct 21, '17, ORL @ CLE",25,6,282,4825,537,1032,14,70,314,450,544,1241,274,136,154,153,460,1402,.520,.200,.698,17.1,5.0,4.4,1.0,2018
11,12,Jabari Bird,"Oct 20, '17, BOS @ PHI",23,1,13,115,15,26,3,7,6,13,6,19,8,3,1,8,7,39,.577,.429,.462,8.8,3.0,1.5,0.6,2018
12,13,Antonio Blakeney,"Oct 19, '17, CHI @ TOR",21,2,76,1143,219,539,51,143,80,115,11,139,62,19,10,46,60,569,.406,.357,.696,15.0,7.5,1.8,0.8,2018
13,14,Bogdan Bogdanović,"Oct 23, '17, SAC @ PHO",25,7,401,11433,2121,4819,993,2569,571,688,184,1348,1308,406,99,563,841,5806,.440,.387,.830,28.5,14.5,3.4,3.3,2018
14,15,Chris Boucher,"Mar 14, '18, GSW vs. LAL",25,7,338,6076,1054,2176,290,865,576,741,611,1768,156,168,351,177,676,2974,.484,.335,.777,18.0,8.8,5.2,0.5,2018
15,16,Tony Bradley,"Nov 5, '17, UTA @ HOU",20,6,179,1994,346,548,6,12,94,138,277,729,90,42,99,101,247,792,.631,.500,.681,11.1,4.4,4.1,0.5,2018
16,17,Dillon Brooks,"Oct 18, '17, MEM vs. NOP",22,7,373,10754,2016,4806,626,1805,724,908,273,1171,783,351,99,589,1248,5382,.419,.347,.797,28.8,14.4,3.1,2.1,2018
17,18,Sterling Brown,"Oct 20, '17, MIL vs. CLE",22,6,268,4458,531,1267,248,683,121,152,154,891,268,140,47,177,379,1431,.419,.363,.796,16.6,5.3,3.3,1.0,2018
18,19,Thomas Bryant,"Dec 23, '17, LAL vs. POR",20,7,248,4732,966,1621,118,325,359,472,366,1379,262,83,182,198,434,2409,.596,.363,.761,19.1,9.7,5.6,1.1,2018
19,20,Alex Caruso,"Oct 19, '17, LAL vs. LAC",23,7,322,6937,719,1637,278,742,344,458,191,874,868,388,136,390,646,2060,.439,.375,.751,21.5,6.4,2.7,2.7,2018
20,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2018
21,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2018
22,21,Tyler Cavanaugh,"Nov 5, '17, ATL @ CLE",23,2,50,557,70,162,33,94,19,23,48,135,28,9,4,15,64,192,.432,.351,.826,11.1,3.8,2.7,0.6,2018
23,22,Gian Clavell,"Oct 20, '17, DAL vs. SAC",24,1,7,64,6,18,6,15,2,2,1,7,3,2,0,2,8,20,.333,.400,1.000,9.1,2.9,1.0,0.4,2018
24,23,Antonius Cleveland,"Nov 17, '17, DAL vs. MIN",23,2,28,169,12,35,3,7,7,11,5,21,3,8,8,9,31,34,.343,.429,.636,6.0,1.2,0.8,0.1,2018
25,24,John Collins,"Oct 18, '17, ATL @ DAL",20,7,395,11508,2420,4441,391,1094,962,1229,869,3145,565,227,403,570,1210,6193,.545,.357,.783,29.1,15.7,8.0,1.4,2018
26,25,Zach Collins,"Oct 20, '17, POR @ IND",20,6,276,5444,849,1769,185,550,348,460,400,1354,482,115,198,394,713,2231,.480,.336,.757,19.7,8.1,4.9,1.7,2018
27,26,Kyle Collinsworth,"Dec 20, '17, DAL vs. DET",26,1,32,480,38,99,4,17,21,40,32,107,56,17,9,24,44,101,.384,.235,.525,15.0,3.2,3.3,1.8,2018
28,27,Charles Cooke,"Oct 28, '17, NOP vs. CLE",23,1,13,38,2,14,1,8,1,2,0,2,1,1,0,1,0,6,.143,.125,.500,2.9,0.5,0.2,0.1,2018
29,28,Matt Costello,"Nov 11, '17, SAS vs. CHI",24,1,4,32,2,4,0,0,0,0,1,9,2,2,2,1,7,4,.500,,,8.0,1.0,2.3,0.5,2018
30,29,Torrey Craig,"Nov 28, '17, DEN @ UTA",27,7,406,8123,942,2075,368,1053,199,283,530,1642,429,213,231,270,854,2451,.454,.349,.703,20.0,6.0,4.0,1.1,2018
31,30,Tyler Dorsey,"Oct 20, '17, ATL @ CHO",21,3,107,1680,255,651,117,333,83,124,45,245,135,31,7,64,116,710,.392,.351,.669,15.7,6.6,2.3,1.3,2018
32,31,Damyean Dotson,"Oct 19, '17, NYK @ OKC",23,5,213,4242,603,1446,253,733,135,190,58,532,315,109,20,151,255,1594,.417,.345,.711,19.9,7.5,2.5,1.5,2018
33,32,Milton Doyle,"Dec 26, '17, BRK @ SAS",24,1,10,125,13,47,4,23,4,8,3,18,10,6,2,2,13,34,.277,.174,.500,12.5,3.4,1.8,1.0,2018
34,33,PJ Dozier,"Feb 8, '18, OKC @ LAL",21,6,121,1973,268,667,83,270,74,110,66,332,199,64,35,92,174,693,.402,.307,.673,16.3,5.7,2.7,1.6,2018
35,34,Jawun Evans,"Oct 30, '17, LAC vs. GSW",21,2,56,843,92,267,15,57,38,49,10,96,110,39,6,50,105,237,.345,.263,.776,15.1,4.2,1.7,2.0,2018
36,35,Terrance Ferguson,"Oct 19, '17, OKC vs. NYK",19,4,204,4000,334,827,195,583,61,81,75,263,144,92,43,93,476,924,.404,.334,.753,19.6,4.5,1.3,0.7,2018
