,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,Year
25,24,Tyler Ennis,"Oct 29, '14, PHO vs. LAL",20,4,186,2336,320,763,66,208,73,95,48,250,359,98,18,171,233,779,.419,.317,.768,12.6,4.2,1.3,1.9,2015
26,25,Dante Exum,"Oct 29, '14, UTA vs. HOU",19,7,275,5131,620,1445,195,609,234,307,109,528,601,119,49,334,477,1669,.429,.320,.762,18.7,6.1,1.9,2.2,2015
27,26,Tim Frazier,"Feb 6, '15, PHI @ BOS",24,8,289,5088,515,1286,131,405,251,347,139,654,1142,193,26,379,517,1412,.400,.323,.723,17.6,4.9,2.3,4.0,2015
28,27,Langston Galloway,"Jan 7, '15, NYK @ WAS",23,8,452,9840,1304,3286,639,1738,409,501,212,1106,732,304,64,269,704,3656,.397,.368,.816,21.8,8.1,2.4,1.6,2015
29,28,Aaron Gordon,"Oct 28, '14, ORL @ NOP",19,10,626,18288,3204,6741,663,2049,1345,1969,1090,3959,1614,471,405,931,1230,8416,.475,.324,.683,29.2,13.4,6.3,2.6,2015
30,29,Drew Gordon,"Nov 13, '14, PHI @ DAL",24,1,9,71,8,19,0,3,1,2,7,18,2,1,0,8,7,17,.421,.000,.500,7.9,1.9,2.0,0.2,2015
31,30,Jerami Grant,"Nov 29, '14, PHI vs. DAL",20,10,647,17696,2829,6203,791,2181,1800,2429,562,2582,973,418,689,803,1483,8249,.456,.363,.741,27.4,12.7,4.0,1.5,2015
32,31,Erick Green,"Nov 7, '14, DEN vs. CLE",23,2,52,452,66,175,15,52,12,14,10,37,42,13,0,14,30,159,.377,.288,.857,8.7,3.1,0.7,0.8,2015
33,32,JaMychal Green,"Jan 18, '15, SAS vs. UTA",24,9,544,10933,1579,3311,430,1170,620,791,891,2986,496,298,226,570,1389,4208,.477,.368,.784,20.1,7.7,5.5,0.9,2015
34,33,P.J. Hairston,"Nov 4, '14, CHO @ NOP",22,2,111,2000,232,677,119,404,81,100,47,266,59,53,24,63,198,664,.343,.295,.810,18.0,6.0,2.4,0.5,2015
35,34,Gary Harris,"Nov 14, '14, DEN @ IND",20,10,543,15273,2255,5042,835,2270,770,946,318,1306,1074,615,118,599,977,6115,.447,.368,.814,28.1,11.3,2.4,2.0,2015
36,35,Joe Harris,"Oct 31, '14, CLE @ CHI",23,10,500,12266,1887,3941,1023,2348,377,489,264,1519,789,241,95,521,1005,5174,.479,.436,.771,24.5,10.3,3.0,1.6,2015
37,36,Rodney Hood,"Oct 29, '14, UTA vs. HOU",22,8,448,10977,1688,4023,647,1770,633,753,158,1160,736,301,80,426,855,4656,.420,.366,.841,24.5,10.4,2.6,1.6,2015
38,37,Joe Ingles,"Oct 29, '14, UTA vs. HOU",27,10,660,16639,1951,4358,1178,2884,448,578,213,2108,2445,595,99,1002,1210,5528,.448,.408,.775,25.2,8.4,3.2,3.7,2015
39,38,Cory Jefferson,"Oct 29, '14, BRK @ BOS",24,2,58,581,84,189,2,16,35,60,53,161,16,10,22,20,69,205,.444,.125,.583,10.0,3.5,2.8,0.3,2015
40,39,Grant Jerrett,"Nov 28, '14, OKC vs. NYK",21,1,8,51,7,26,1,15,1,1,2,9,3,2,2,3,11,16,.269,.067,1.000,6.4,2.0,1.1,0.4,2015
41,40,Nick Johnson,"Nov 1, '14, HOU vs. BOS",22,1,28,262,26,75,5,21,17,25,13,39,11,7,3,19,34,74,.347,.238,.680,9.4,2.6,1.4,0.4,2015
42,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2015
43,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2015
44,41,Tyler Johnson,"Jan 14, '15, MIA @ GSW",22,8,354,8709,1246,2924,438,1217,539,692,187,1069,813,288,140,373,637,3469,.426,.360,.779,24.6,9.8,3.0,2.3,2015
45,42,Sean Kilpatrick,"Mar 19, '15, MIN @ NYK",25,4,157,3082,545,1319,194,579,332,385,40,429,236,73,13,206,191,1616,.413,.335,.862,19.6,10.3,2.7,1.5,2015
46,43,Alex Kirk,"Nov 4, '14, CLE @ POR",23,1,5,14,1,4,0,0,2,2,1,1,1,0,0,0,1,4,.250,,1.000,2.8,0.8,0.2,0.2,2015
47,44,Joffrey Lauvergne,"Feb 22, '15, DEN @ OKC",23,4,208,2823,477,995,49,172,156,217,239,789,180,55,34,165,286,1159,.479,.285,.719,13.6,5.6,3.8,0.9,2015
48,45,Zach LaVine,"Oct 30, '14, MIN vs. DET",19,10,573,18622,4189,9030,1278,3345,2101,2519,269,2309,2248,509,167,1501,1235,11757,.464,.382,.834,32.5,20.5,4.0,3.9,2015
49,46,Kalin Lucas,"Nov 19, '14, MEM @ TOR",25,2,2,12,0,2,0,1,2,2,0,3,1,1,0,0,2,2,.000,.000,1.000,6.0,1.0,1.5,0.5,2015
50,47,Devyn Marble,"Oct 28, '14, ORL @ NOP",22,2,44,457,35,115,12,54,15,40,11,69,29,22,3,16,39,97,.304,.222,.375,10.4,2.2,1.6,0.7,2015
51,48,James Michael McAdoo,"Jan 19, '15, GSW vs. DEN",22,4,111,874,133,252,5,17,63,118,79,188,37,33,47,42,108,334,.528,.294,.534,7.9,3.0,1.7,0.3,2015
52,49,K.J. McDaniels,"Oct 29, '14, PHI @ IND",21,3,148,2092,278,675,70,241,156,201,96,324,95,70,94,151,205,782,.412,.290,.776,14.1,5.3,2.2,0.6,2015
53,50,Doug McDermott,"Oct 29, '14, CHI @ NYK",23,10,622,12820,2137,4520,896,2177,512,632,252,1406,630,135,61,419,927,5682,.473,.412,.810,20.6,9.1,2.3,1.0,2015
54,51,Mitch McGary,"Dec 14, '14, OKC vs. PHO",22,2,52,557,99,188,0,6,29,50,57,183,17,17,18,38,82,227,.527,.000,.580,10.7,4.4,3.5,0.3,2015
55,52,Jerel McNeal,"Apr 2, '15, PHO @ GSW",27,1,6,36,3,11,1,2,2,2,0,3,2,3,1,5,5,9,.273,.500,1.000,6.0,1.5,0.5,0.3,2015
56,53,Elijah Millsap,"Jan 5, '15, UTA vs. IND",27,3,69,1120,93,284,29,104,72,106,37,191,78,63,19,78,159,287,.327,.279,.679,16.2,4.2,2.8,1.1,2015
57,54,Nikola Mirotić,"Oct 29, '14, CHI @ NYK",23,5,319,7718,1303,3084,614,1712,690,854,301,1894,407,240,228,381,666,3910,.423,.359,.808,24.2,12.3,5.9,1.3,2015
58,55,Eric Moreland,"Nov 26, '14, SAC @ HOU",23,4,83,898,73,136,1,1,13,33,88,310,83,32,56,50,130,160,.537,1.000,.394,10.8,1.9,3.7,1.0,2015
59,56,Shabazz Napier,"Oct 29, '14, MIA vs. WAS",23,6,345,5986,808,2034,345,1000,472,579,104,657,849,286,48,452,404,2433,.397,.345,.815,17.4,7.1,1.9,2.5,2015
60,57,Nerlens Noel,"Oct 29, '14, PHI @ IND",20,9,467,10281,1375,2518,3,15,585,893,898,2835,501,588,683,593,1192,3338,.546,.200,.655,22.0,7.1,6.1,1.1,2015
61,58,Lucas Nogueira,"Nov 21, '14, TOR vs. MIL",22,4,141,1754,182,288,9,34,73,114,120,388,72,89,144,75,221,446,.632,.265,.640,12.4,3.2,2.8,0.5,2015
62,59,Jusuf Nurkić,"Oct 29, '14, DEN vs. DET",20,10,495,12100,2402,4793,94,329,1217,1804,1255,4312,1166,445,571,1055,1582,6115,.501,.286,.675,24.4,12.4,8.7,2.4,2015
63,60,Johnny O'Bryant,"Dec 17, '14, MIL @ POR",21,4,147,1684,213,530,18,50,65,98,129,352,69,32,19,77,199,509,.402,.360,.663,11.5,3.5,2.4,0.5,2015
64,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2015
65,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2015
66,61,Kostas Papanikolaou,"Oct 28, '14, HOU @ LAL",24,2,69,1089,93,263,41,138,22,32,47,158,101,42,18,76,95,249,.354,.297,.688,15.8,3.6,2.3,1.5,2015
67,62,Jabari Parker,"Oct 29, '14, MIL @ CHO",19,8,310,8535,1767,3579,212,651,634,853,449,1703,610,271,118,534,627,4380,.494,.326,.743,27.5,14.1,5.5,2.0,2015
68,63,Adreian Payne,"Dec 26, '14, ATL vs. MIL",23,4,107,1403,174,429,15,59,66,97,79,315,66,45,27,90,203,429,.406,.254,.680,13.1,4.0,2.9,0.6,2015
69,64,Elfrid Payton,"Oct 28, '14, ORL @ NOP",20,8,500,13383,2086,4666,190,662,674,1082,523,2007,2868,588,151,1084,1000,5036,.447,.287,.623,26.8,10.1,4.0,5.7,2015
70,65,Dwight Powell,"Nov 14, '14, BOS vs. CLE",23,10,619,11642,1698,2817,122,416,1062,1430,996,2772,637,386,279,429,1408,4580,.603,.293,.743,18.8,7.4,4.5,1.0,2015
71,66,Julius Randle,"Oct 28, '14, LAL vs. HOU",20,10,629,20096,4345,9235,716,2158,2549,3414,1237,5903,2317,434,264,1754,1947,11955,.470,.332,.747,31.9,19.0,9.4,3.7,2015
72,67,Glenn Robinson III,"Nov 14, '14, MIN @ NOP",21,7,304,5299,689,1508,193,518,233,299,204,776,238,149,58,155,281,1804,.457,.373,.779,17.4,5.9,2.6,0.8,2015
73,68,Damjan Rudež,"Oct 29, '14, IND vs. PHI",28,3,146,1638,175,413,106,284,24,31,18,92,84,31,7,69,143,480,.424,.373,.774,11.2,3.3,0.6,0.6,2015
74,69,JaKarr Sampson,"Oct 29, '14, PHI @ IND",21,6,236,3549,483,1026,60,242,207,309,154,628,161,91,110,188,449,1233,.471,.248,.670,15.0,5.2,2.7,0.7,2015
75,70,Marcus Smart,"Oct 29, '14, BOS vs. BRK",20,10,598,17948,2140,5534,937,2918,1136,1462,486,2099,2772,949,219,1135,1554,6353,.387,.321,.777,30.0,10.6,3.5,4.6,2015
76,71,Russ Smith,"Nov 4, '14, NOP vs. CHO",23,2,27,131,15,47,3,16,20,26,2,15,19,8,1,19,18,53,.319,.188,.769,4.9,2.0,0.6,0.7,2015
77,72,Nik Stauskas,"Oct 29, '14, SAC vs. GSW",21,6,343,6701,770,1981,400,1131,350,431,78,691,515,139,80,340,426,2290,.389,.354,.812,19.5,6.7,2.0,1.5,2015
78,73,David Stockton,"Feb 21, '15, SAC @ LAC",23,2,6,42,4,9,3,5,7,10,0,2,9,2,0,5,4,18,.444,.600,.700,7.0,3.0,0.3,1.5,2015
79,74,Jarnell Stokes,"Nov 17, '14, MEM vs. HOU",21,3,28,151,25,43,0,0,17,32,18,40,7,7,5,7,29,67,.581,,.531,5.4,2.4,1.4,0.3,2015
80,75,Noah Vonleh,"Nov 15, '14, CHO @ GSW",19,8,362,5854,651,1417,93,303,290,419,488,1790,264,139,144,278,645,1685,.459,.307,.692,16.2,4.7,4.9,0.7,2015
81,76,T.J. Warren,"Nov 9, '14, PHO vs. GSW",21,8,374,10240,2256,4461,269,759,675,865,475,1493,437,349,180,361,856,5456,.506,.354,.780,27.4,14.6,4.0,1.2,2015
82,77,David Wear,"Mar 30, '15, SAC @ MEM",24,1,2,7,0,2,0,1,0,0,2,2,1,0,0,0,1,0,.000,.000,,3.5,0.0,1.0,0.5,2015
83,78,Travis Wear,"Oct 29, '14, NYK vs. CHI",24,2,68,900,109,281,28,77,28,34,31,144,47,19,16,41,85,274,.388,.364,.824,13.2,4.0,2.1,0.7,2015
84,79,Shayne Whittington,"Nov 8, '14, IND vs. WAS",23,2,27,149,24,53,1,8,19,25,15,41,9,6,3,10,25,68,.453,.125,.760,5.5,2.5,1.5,0.3,2015
85,80,Andrew Wiggins,"Oct 29, '14, MIN @ MEM",19,10,665,22920,4677,10427,955,2714,2219,3084,856,2965,1516,651,439,1286,1476,12528,.449,.352,.720,34.5,18.8,4.5,2.3,2015
86,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2015
87,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2015
88,81,C.J. Wilcox,"Dec 3, '14, LAC vs. ORL",24,3,66,376,50,135,19,57,13,16,6,31,30,15,4,18,30,132,.370,.333,.813,5.7,2.0,0.5,0.5,2015
89,82,James Young,"Nov 1, '14, BOS @ HOU",19,4,95,812,77,210,38,137,27,48,19,96,28,24,5,15,58,219,.367,.277,.563,8.5,2.3,1.0,0.3,2015
0,1,Cliff Alexander,"Nov 15, '15, POR @ CHO",20,1,8,36,5,10,0,0,0,0,2,6,0,1,2,1,1,10,.500,,,4.5,1.3,0.8,0.0,2016
1,2,Justin Anderson,"Oct 28, '15, DAL @ PHO",22,6,242,3280,454,1106,159,545,217,280,141,621,184,105,80,141,291,1284,.410,.292,.775,13.6,5.3,2.6,0.8,2016
2,3,Thanasis Antetokounmpo,"Jan 29, '16, NYK vs. PHO",23,6,178,1423,188,372,9,62,72,134,124,301,105,50,28,98,193,457,.505,.145,.537,8.0,2.6,1.7,0.6,2016
3,4,Keith Appling,"Jan 18, '16, ORL @ ATL",23,1,5,27,2,8,0,3,2,2,0,1,1,1,0,3,5,6,.250,.000,1.000,5.4,1.2,0.2,0.2,2016
4,5,Nemanja Bjelica,"Oct 28, '15, MIN @ LAL",27,7,449,9172,1279,2746,498,1296,356,469,486,2051,826,288,184,459,1058,3412,.466,.384,.759,20.4,7.6,4.6,1.8,2016
5,6,Devin Booker,"Oct 28, '15, PHO vs. DAL",19,9,555,18804,4678,10139,1141,3189,2859,3290,314,2235,2717,468,156,1710,1651,13356,.461,.358,.869,33.9,24.1,4.0,4.9,2016
6,7,Anthony Brown,"Oct 30, '15, LAL @ SAC",23,3,41,762,58,177,28,98,17,20,17,103,28,19,6,21,49,161,.328,.286,.850,18.6,3.9,2.5,0.7,2016
7,8,Willie Cauley-Stein,"Oct 28, '15, SAC vs. LAC",22,7,422,9276,1552,2853,6,32,565,923,694,2470,598,350,335,384,974,3675,.544,.188,.612,22.0,8.7,5.9,1.4,2016
8,9,Rakeem Christmas,"Apr 13, '16, IND @ MIL",24,2,30,225,21,45,0,0,21,29,27,57,4,3,6,8,38,63,.467,,.724,7.5,2.1,1.9,0.1,2016
9,10,Coty Clarke,"Mar 15, '16, BOS @ IND",23,1,3,6,2,4,2,2,0,0,0,1,0,0,0,1,0,6,.500,1.000,,2.0,2.0,0.3,0.0,2016
10,11,Pat Connaughton,"Oct 30, '15, POR @ PHO",23,9,507,9798,1131,2602,605,1690,224,290,359,1782,652,248,134,275,587,3091,.435,.358,.772,19.3,6.1,3.5,1.3,2016
11,12,Branden Dawson,"Dec 28, '15, LAC @ WAS",22,1,6,29,2,5,0,0,1,1,2,4,0,0,1,0,2,5,.400,,1.000,4.8,0.8,0.7,0.0,2016
12,13,Bryce Dejean-Jones,"Jan 21, '16, NOP vs. DET",23,1,14,279,28,69,12,32,11,21,8,48,15,10,2,11,17,79,.406,.375,.524,19.9,5.6,3.4,1.1,2016
13,14,Sam Dekker,"Oct 28, '15, HOU vs. DEN",21,5,201,3097,451,944,89,309,103,170,191,607,160,101,37,98,201,1094,.478,.288,.606,15.4,5.4,3.0,0.8,2016
14,15,Duje Dukan,"Apr 13, '16, SAC @ HOU",24,1,1,24,2,10,2,5,0,0,2,4,1,1,0,0,2,6,.200,.400,,24.0,6.0,4.0,1.0,2016
15,16,Jarell Eddie,"Dec 26, '15, WAS @ BRK",24,3,34,218,26,86,19,65,16,17,3,31,5,7,1,2,6,87,.302,.292,.941,6.4,2.6,0.9,0.1,2016
16,17,Cristiano Felício,"Nov 9, '15, CHI @ PHI",23,6,252,3554,431,754,0,14,216,321,381,992,183,72,50,155,358,1078,.572,.000,.673,14.1,4.3,3.9,0.7,2016
17,18,Jerian Grant,"Oct 28, '15, NYK @ MIL",23,5,279,4998,593,1442,174,539,332,431,92,530,805,205,33,274,411,1692,.411,.323,.770,17.9,6.1,1.9,2.9,2016
18,19,Montrezl Harrell,"Oct 28, '15, HOU vs. DEN",22,8,515,10545,2506,4050,9,83,1199,1807,930,2588,675,269,404,550,1058,6220,.619,.108,.664,20.5,12.1,5.0,1.3,2016
19,20,Aaron Harrison,"Nov 20, '15, CHO vs. PHI",21,3,35,343,24,92,12,55,19,31,8,42,16,15,2,7,39,79,.261,.218,.613,9.8,2.3,1.2,0.5,2016
20,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2016
21,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2016
22,21,Mario Hezonja,"Oct 28, '15, ORL vs. WAS",20,5,330,6107,854,2047,266,833,310,382,147,1026,415,243,80,371,549,2284,.417,.319,.812,18.5,6.9,3.1,1.3,2016
23,22,Darrun Hilliard,"Nov 23, '15, DET @ MIL",22,3,91,859,104,276,31,102,56,75,7,85,71,22,3,51,74,295,.377,.304,.747,9.4,3.2,0.9,0.8,2016
24,23,Rondae Hollis-Jefferson,"Oct 28, '15, BRK vs. CHI",21,6,305,6759,1004,2238,44,208,708,963,440,1684,579,278,162,392,620,2760,.449,.212,.735,22.2,9.0,5.5,1.9,2016
25,24,Richaun Holmes,"Oct 28, '15, PHI @ BOS",22,9,434,8440,1566,2594,48,176,610,823,746,2307,420,225,413,371,1101,3790,.604,.273,.741,19.4,8.7,5.3,1.0,2016
26,25,Marcelo Huertas,"Oct 28, '15, LAL vs. MIN",32,2,76,1106,122,298,20,80,36,46,20,114,234,36,9,99,92,300,.409,.250,.783,14.6,3.9,1.5,3.1,2016
27,26,Josh Huestis,"Mar 24, '16, OKC vs. UTA",24,3,76,1068,71,205,39,125,6,25,48,180,23,16,48,29,85,187,.346,.312,.240,14.1,2.5,2.4,0.3,2016
28,27,R.J. Hunter,"Nov 4, '15, BOS @ IND",22,4,45,395,49,132,26,88,9,11,3,46,19,18,4,13,39,133,.371,.295,.818,8.8,3.0,1.0,0.4,2016
29,28,Damien Inglis,"Oct 28, '15, MIL vs. NYK",20,1,20,156,13,37,3,13,7,8,2,31,10,6,3,11,11,36,.351,.231,.875,7.8,1.8,1.6,0.5,2016
30,29,Stanley Johnson,"Oct 27, '15, DET @ ATL",19,8,449,8879,1028,2630,340,1114,410,548,253,1404,679,383,106,480,871,2806,.391,.305,.748,19.8,6.2,3.1,1.5,2016
31,30,Nikola Jokić,"Oct 28, '15, DEN @ HOU",20,9,631,19515,4979,8988,632,1815,2373,2866,1665,6699,4277,755,453,1806,1731,12963,.554,.348,.828,30.9,20.5,10.6,6.8,2016
32,31,Tyus Jones,"Nov 10, '15, MIN vs. CHO",19,9,568,11232,1574,3541,469,1291,425,523,140,1097,2286,565,50,426,434,4042,.445,.363,.813,19.8,7.1,1.9,4.0,2016
33,32,Frank Kaminsky,"Oct 28, '15, CHO @ MIA",22,8,413,8160,1306,3034,428,1226,590,791,300,1579,651,174,146,314,609,3630,.430,.349,.746,19.8,8.8,3.8,1.6,2016
34,33,Sasha Kaun,"Oct 28, '15, CLE @ MEM",30,1,25,95,9,17,0,0,5,11,12,26,3,4,5,7,11,23,.529,,.455,3.8,0.9,1.0,0.1,2016
35,34,Kevon Looney,"Jan 27, '16, GSW vs. DAL",19,9,483,8679,1051,1806,10,59,369,602,1039,2760,792,250,265,288,1080,2481,.582,.169,.613,18.0,5.1,5.7,1.6,2016
36,35,Trey Lyles,"Oct 28, '15, UTA @ DET",20,9,543,9860,1523,3431,511,1485,655,879,462,2352,569,204,195,454,780,4212,.444,.344,.745,18.2,7.8,4.3,1.0,2016
37,36,Boban Marjanović,"Oct 30, '15, SAS vs. BRK",27,9,321,2837,687,1188,10,42,416,545,397,1166,152,59,95,205,342,1800,.578,.238,.763,8.8,5.6,3.6,0.5,2016
38,37,Jarell Martin,"Dec 18, '15, MEM @ DAL",21,4,184,2927,376,867,63,182,183,239,189,639,114,67,73,144,411,998,.434,.346,.766,15.9,5.4,3.5,0.6,2016
39,38,T.J. McConnell,"Oct 28, '15, PHI @ BOS",23,9,581,12595,1834,3602,140,417,330,423,318,1738,2920,715,107,937,848,4138,.509,.336,.780,21.7,7.1,3.0,5.0,2016
40,39,Chris McCullough,"Feb 8, '16, BRK vs. DEN",20,3,59,532,78,183,15,49,23,42,41,112,15,30,19,20,54,194,.426,.306,.548,9.0,3.3,1.9,0.3,2016
41,40,Jordan McRae,"Jan 29, '16, PHO @ NYK",24,4,123,1696,302,724,83,234,159,206,34,225,167,45,30,87,147,846,.417,.355,.772,13.8,6.9,1.8,1.4,2016
42,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2016
43,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2016
44,41,Salah Mejri,"Oct 28, '15, DAL @ PHO",29,4,204,2430,280,464,12,41,121,205,259,808,94,72,190,123,382,693,.603,.293,.590,11.9,3.4,4.0,0.5,2016
45,42,Jordan Mickey,"Oct 28, '15, BOS vs. PHI",21,3,64,482,62,138,2,17,26,43,37,128,17,9,27,28,53,152,.449,.118,.605,7.5,2.4,2.0,0.3,2016
46,43,Luis Montero,"Oct 30, '15, POR @ PHO",22,2,14,50,5,20,1,9,3,4,0,6,1,0,0,6,1,14,.250,.111,.750,3.6,1.0,0.4,0.1,2016
47,44,Emmanuel Mudiay,"Oct 28, '15, DEN @ HOU",19,6,302,7187,1222,3051,276,855,579,778,138,884,1143,215,88,670,492,3299,.401,.323,.744,23.8,10.9,2.9,3.8,2016
48,45,Xavier Munford,"Mar 17, '16, MEM @ MIL",23,2,20,265,33,83,9,25,8,16,4,32,26,14,3,17,29,83,.398,.360,.500,13.3,4.2,1.6,1.3,2016
49,46,Larry Nance Jr.,"Nov 6, '15, LAL @ BRK",23,9,479,11209,1543,2870,186,557,462,671,914,3023,881,557,242,456,1042,3734,.538,.334,.689,23.4,7.8,6.3,1.8,2016
50,47,Raul Neto,"Oct 28, '15, UTA @ DET",23,8,435,6765,935,2041,258,714,342,421,96,658,913,279,34,398,569,2470,.458,.361,.812,15.6,5.7,1.5,2.1,2016
51,48,J.J. O'Brien,"Jan 16, '16, UTA vs. LAL",23,1,2,6,0,1,0,0,0,0,0,1,0,1,0,0,1,0,.000,,,3.0,0.0,0.5,0.0,2016
52,49,Jahlil Okafor,"Oct 28, '15, PHI @ BOS",20,6,247,4827,1092,2016,6,27,376,556,377,1169,225,73,195,347,515,2566,.542,.222,.676,19.5,10.4,4.7,0.9,2016
53,50,Kelly Oubre Jr.,"Oct 30, '15, WAS @ MIL",20,9,549,14189,2530,5811,849,2561,1122,1496,532,2413,558,545,257,579,1404,7031,.435,.332,.750,25.8,12.8,4.4,1.0,2016
54,51,Lamar Patterson,"Oct 27, '15, ATL vs. DET",24,2,40,435,31,95,13,55,18,25,5,57,45,10,2,27,51,93,.326,.236,.720,10.9,2.3,1.4,1.1,2016
55,52,Cameron Payne,"Nov 1, '15, OKC vs. DEN",21,9,362,6510,1088,2577,388,1062,279,338,102,771,1205,234,73,437,628,2843,.422,.365,.825,18.0,7.9,2.1,3.3,2016
56,53,Tibor Pleiß,"Oct 30, '15, UTA @ PHI",26,1,12,82,11,25,0,2,2,2,6,15,2,1,2,8,19,24,.440,.000,1.000,6.8,2.0,1.3,0.2,2016
57,54,Bobby Portis,"Nov 3, '15, CHI @ CHO",20,9,558,12493,2599,5462,606,1601,634,838,1065,3902,681,318,205,601,1070,6438,.476,.379,.757,22.4,11.5,7.0,1.2,2016
58,55,Kristaps Porziņģis,"Oct 28, '15, NYK @ MIL",20,8,426,13245,2956,6474,779,2181,1679,2029,743,3371,752,310,778,731,1294,8370,.457,.357,.828,31.1,19.6,7.9,1.8,2016
59,56,Norman Powell,"Nov 1, '15, TOR vs. MIL",22,9,514,11835,2174,4643,778,1990,1109,1336,189,1339,768,410,144,632,956,6235,.468,.391,.830,23.0,12.1,2.6,1.5,2016
60,57,Willie Reed,"Dec 4, '15, BRK @ NYK",25,3,152,1885,319,539,2,6,111,198,213,575,46,33,99,66,240,751,.592,.333,.561,12.4,4.9,3.8,0.3,2016
61,58,Josh Richardson,"Nov 5, '15, MIA @ MIN",22,9,528,15248,2253,5254,838,2303,831,986,365,1618,1418,548,289,713,1180,6175,.429,.364,.843,28.9,11.7,3.1,2.7,2016
62,59,Terry Rozier,"Oct 28, '15, BOS vs. PHI",21,9,561,15412,2860,6813,1173,3194,981,1194,375,2205,1978,540,138,762,838,7874,.420,.367,.822,27.5,14.0,3.9,3.5,2016
63,60,D'Angelo Russell,"Oct 28, '15, LAL vs. MIN",19,9,527,15712,3346,7817,1301,3581,1247,1584,263,1812,3003,566,163,1439,993,9240,.428,.363,.787,29.8,17.5,3.4,5.7,2016
64,,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,2016
65,Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,2016
66,61,Jonathon Simmons,"Nov 14, '15, SAS vs. PHI",26,4,258,5298,786,1774,145,457,425,562,124,621,483,158,61,343,513,2142,.443,.317,.756,20.5,8.3,2.4,1.9,2016
67,62,Alex Stepheson,"Feb 20, '16, LAC vs. GSW",28,1,8,73,9,27,0,0,4,12,19,28,2,1,5,0,12,22,.333,,.333,9.1,2.8,3.5,0.3,2016
68,63,Edy Tavares,"Oct 29, '15, ATL @ NYK",23,2,13,101,15,24,0,0,3,11,11,32,4,1,12,7,11,33,.625,,.273,7.8,2.5,2.5,0.3,2016
69,64,Axel Toupane,"Mar 4, '16, DEN vs. BRK",23,3,33,413,34,90,15,46,18,24,8,38,19,10,10,6,52,101,.378,.326,.750,12.5,3.1,1.2,0.6,2016
70,65,Karl-Anthony Towns,"Oct 28, '15, MIN @ LAL",20,9,543,18481,4588,8745,898,2272,2383,2844,1549,5992,1718,433,697,1470,1853,12457,.525,.395,.838,34.0,22.9,11.0,3.2,2016
71,66,Myles Turner,"Oct 29, '15, IND vs. MEM",19,9,525,15086,2668,5338,530,1499,1292,1668,757,3580,639,364,1193,722,1570,7158,.500,.354,.775,28.7,13.6,6.8,1.2,2016
72,67,Rashad Vaughn,"Oct 28, '15, MIL vs. NYK",19,3,139,1671,161,478,83,265,18,26,18,158,75,53,29,48,120,423,.337,.313,.692,12.0,3.0,1.1,0.5,2016
